"",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S","filename"
"1","1",31.164193,109.392,115.163,-1.12129846,-2.5509704,0.524818447479524,0.0967318613151458,0.626671382630163,1.32946862530981,"Study2_G7_T3_TurnTaking.csv"
"2","2",31.165859,109.40694,115.163,-1.9367342,-2.8008027,0.267103956096743,0.015244783542245,0.62813301249252,1.32946862530981,"Study2_G7_T3_TurnTaking.csv"
"3","3",31.167525,109.89,115.163,-2.6280608,-3.0419379,0.0486135535318673,-0.0634055863105881,0.675392378042076,1.32946862530981,"Study2_G7_T3_TurnTaking.csv"
"4","4",31.169192,109.89,115.163,-3.0222747,-3.2487304,-0.0759758282562336,-0.130854497161397,0.675392378042076,1.32946862530981,"Study2_G7_T3_TurnTaking.csv"
"5","5",31.170858,109.89,115.163,-2.7483765,-3.3723416,0.0105883629376174,-0.171172404285502,0.675392378042076,1.32946862530981,"Study2_G7_T3_TurnTaking.csv"
"6","6",31.172523,109.89,112.43234,-1.7841219,-3.4283326,0.315336329714873,-0.189434826604724,0.675392378042076,1.0885325819909,"Study2_G7_T3_TurnTaking.csv"
"7","7",31.174191,109.89,111.317,-0.584966901,-3.45451,0.694323422746146,-0.19797303335258,0.675392378042076,0.990122085424022,"Study2_G7_T3_TurnTaking.csv"
"8","8",31.175858,109.89,111.317,0.313107316,-3.4872801,0.978155402024052,-0.208661561966877,0.675392378042076,0.990122085424022,"Study2_G7_T3_TurnTaking.csv"
"9","9",31.177524,109.89,111.317,0.59523929,-3.602664,1.0673218373611,-0.246295994476367,0.675392378042076,0.990122085424022,"Study2_G7_T3_TurnTaking.csv"
"10","10",31.179192,109.89,111.317,0.1701904092,-3.7435151,0.93298721017369,-0.292236989856462,0.675392378042076,0.990122085424022,"Study2_G7_T3_TurnTaking.csv"
"11","11",31.180859,109.89,111.02096,-0.56513063,-3.8235135,0.700592579518323,-0.318329836307892,0.675392378042076,0.964001401683047,"Study2_G7_T3_TurnTaking.csv"
"12","12",31.182526,109.95471,106.383,-1.22110577,-3.8255768,0.493274833591649,-0.319002816893545,0.681723172445901,0.554777356407781,"Study2_G7_T3_TurnTaking.csv"
"13","13",31.184192,112.047,106.383,-1.6782136,-3.7830445,0.348808131757441,-0.305130179776725,0.886418858169573,0.554777356407781,"Study2_G7_T3_TurnTaking.csv"
"14","14",31.185859,112.047,106.383,-1.7907352,-3.7503392,0.31324622848156,-0.294462786790766,0.886418858169573,0.554777356407781,"Study2_G7_T3_TurnTaking.csv"
"15","15",31.187524,112.047,106.383,-1.6373687,-3.7586303,0.361716963333895,-0.297167070866616,0.886418858169573,0.554777356407781,"Study2_G7_T3_TurnTaking.csv"
"16","16",31.189192,112.047,106.383,-1.20858732,-3.7806703,0.497231228702135,-0.304355793838444,0.886418858169573,0.554777356407781,"Study2_G7_T3_TurnTaking.csv"
"17","17",31.190858,112.047,106.383,-0.54362795,-3.8110445,0.707388396733259,-0.314262858688304,0.886418858169573,0.554777356407781,"Study2_G7_T3_TurnTaking.csv"
"18","18",31.192523,112.047,98.023344,0.325463856,-3.8417688,0.982060626268149,-0.324284114641269,0.886418858169573,-0.182825435645117,"Study2_G7_T3_TurnTaking.csv"
"19","19",31.194192,112.047,96.7742,1.25768422,-3.8133514,1.27668432888502,-0.315015293580487,0.886418858169573,-0.293041944802447,"Study2_G7_T3_TurnTaking.csv"
"20","20",31.195859,112.047,96.7742,2.0431418,-3.7214416,1.52492436890639,-0.28503734028665,0.886418858169573,-0.293041944802447,"Study2_G7_T3_TurnTaking.csv"
"21","21",31.197525,112.047,96.7742,2.5031218,-3.6919647,1.67029880607081,-0.275422945179196,0.886418858169573,-0.293041944802447,"Study2_G7_T3_TurnTaking.csv"
"22","22",31.199192,111.98028,96.7742,2.507745,-3.7700101,1.6717599458984,-0.300878787276544,0.879891418784266,-0.293041944802447,"Study2_G7_T3_TurnTaking.csv"
"23","23",31.20086,109.823,96.7742,2.0474704,-3.9204104,1.5262924018398,-0.349934417566012,0.668837545326014,-0.293041944802447,"Study2_G7_T3_TurnTaking.csv"
"24","24",31.202526,109.823,96.136764,1.27538733,-4.0856443,1.28227931051968,-0.403828280209152,0.668837545326014,-0.349285236793771,"Study2_G7_T3_TurnTaking.csv"
"25","25",31.204192,109.823,95.6938,0.56768803,-4.2010991,1.05861439591654,-0.441485837966314,0.668837545326014,-0.388369558347065,"Study2_G7_T3_TurnTaking.csv"
"26","26",31.205858,109.823,95.6938,0.06612544997,-4.2197383,0.900097986997466,-0.447565331850911,0.668837545326014,-0.388369558347065,"Study2_G7_T3_TurnTaking.csv"
"27","27",31.207524,109.823,95.6938,-0.32862548,-4.0987121,0.775338879504706,-0.408090566690607,0.668837545326014,-0.388369558347065,"Study2_G7_T3_TurnTaking.csv"
"28","28",31.209192,109.823,95.6938,-0.84006651,-3.7395904,0.613700434617883,-0.290956881823453,0.668837545326014,-0.388369558347065,"Study2_G7_T3_TurnTaking.csv"
