"",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S","filename"
"1","1",13.677292,101.903,100.84,-10,0.96261582,NA,0.56620541937864,1.36881894042826,-1.01841751350402,"Study1_G1_T1_Synchronous.csv"
"2","2",13.67896,101.903,100.84,-10,0.86738281,NA,0.481363294517257,1.36881894042826,-1.01841751350402,"Study1_G1_T1_Synchronous.csv"
"3","3",13.680624,101.903,100.84,-10,0.77236935,NA,0.396716764529052,1.36881894042826,-1.01841751350402,"Study1_G1_T1_Synchronous.csv"
"4","4",13.682292,101.903,100.84,-10,0.68121643,NA,0.315509550558606,1.36881894042826,-1.01841751350402,"Study1_G1_T1_Synchronous.csv"
"5","5",13.683958,96.512804,99.943744,-10,0.5954315,NA,0.23908462455569,0.61582751449684,-1.15562812355126,"Study1_G1_T1_Synchronous.csv"
"6","6",13.685625,95.8466,98.0392,-10,0.5400879,NA,0.189779571386852,0.522761158482842,-1.44720066990162,"Study1_G1_T1_Synchronous.csv"
"7","7",13.687292,95.8466,98.0392,-10,0.54981381,NA,0.19844428618071,0.522761158482842,-1.44720066990162,"Study1_G1_T1_Synchronous.csv"
"8","8",13.68896,95.8466,98.0392,-10,0.61889345,NA,0.259986638378329,0.522761158482842,-1.44720066990162,"Study1_G1_T1_Synchronous.csv"
"9","9",13.690623,95.8466,98.0392,-10,0.70298156,NA,0.334899884614877,0.522761158482842,-1.44720066990162,"Study1_G1_T1_Synchronous.csv"
"10","10",13.692291,95.8466,98.0392,-10,0.79136658,NA,0.413641204486168,0.522761158482842,-1.44720066990162,"Study1_G1_T1_Synchronous.csv"
"11","11",13.693959,95.8466,97.957906,-10,0.88514709,NA,0.497189311796692,0.522761158482842,-1.45964622042868,"Study1_G1_T1_Synchronous.csv"
"12","12",13.695625,95.8466,97.561,-10,0.97598548,NA,0.578116314173147,0.522761158482842,-1.52040979064902,"Study1_G1_T1_Synchronous.csv"
"13","13",13.697292,95.8466,97.561,-10,1.0436149,NA,0.638366680048833,0.522761158482842,-1.52040979064902,"Study1_G1_T1_Synchronous.csv"
"14","14",13.698958,95.8466,97.561,-10,1.0710385,NA,0.662798087765009,0.522761158482842,-1.52040979064902,"Study1_G1_T1_Synchronous.csv"
"15","15",13.700624,92.257052,97.561,-10,1.0502779,NA,0.644302679320004,0.021313925957478,-1.52040979064902,"Study1_G1_T1_Synchronous.csv"
"16","16",13.702291,91.8134,97.561,-10,1.00345136,NA,0.602585388713453,-0.0406626982872301,-1.52040979064902,"Study1_G1_T1_Synchronous.csv"
"17","17",13.70396,91.8134,97.754512,-10,0.95877686,NA,0.562785328764494,-0.0406626982872301,-1.49078443854933,"Study1_G1_T1_Synchronous.csv"
"18","18",13.705625,91.8134,99.1736,-10,0.93322138,NA,0.540018210251149,-0.0406626982872301,-1.27353185648494,"Study1_G1_T1_Synchronous.csv"
"19","19",13.707293,91.8134,99.1736,-10,0.90997626,NA,0.519309368081214,-0.0406626982872301,-1.27353185648494,"Study1_G1_T1_Synchronous.csv"
"20","20",13.708957,91.8134,99.1736,-10,0.85751345,NA,0.472570781570098,-0.0406626982872301,-1.27353185648494,"Study1_G1_T1_Synchronous.csv"
"21","21",13.710624,91.8134,99.1736,-10,0.80047006,NA,0.421751402691949,-0.0406626982872301,-1.27353185648494,"Study1_G1_T1_Synchronous.csv"
"22","22",13.712293,91.8134,99.1736,-10,0.75949394,NA,0.385246192057789,-0.0406626982872301,-1.27353185648494,"Study1_G1_T1_Synchronous.csv"
"23","23",13.713959,91.8134,99.1736,-10,0.73605956,NA,0.364368740069145,-0.0406626982872301,-1.27353185648494,"Study1_G1_T1_Synchronous.csv"
"24","24",13.715625,91.8134,98.050544,-10,0.72619012,NA,0.355576155850795,-0.0406626982872301,-1.44546398176746,"Study1_G1_T1_Synchronous.csv"
"25","25",13.717292,93.018727,98.0392,-10,0.72988584,NA,0.358868635398514,0.12771724493629,-1.44720066990162,"Study1_G1_T1_Synchronous.csv"
"26","26",13.718958,93.1677,98.0392,-10,0.71599434,NA,0.346492838628971,0.148528249154927,-1.44720066990162,"Study1_G1_T1_Synchronous.csv"
"27","27",13.720624,93.1677,98.0392,-10,0.68644713,NA,0.320169528254496,0.148528249154927,-1.44720066990162,"Study1_G1_T1_Synchronous.csv"
"28","28",13.722293,93.1677,98.0392,-10,0.6669342,NA,0.302785656386207,0.148528249154927,-1.44720066990162,"Study1_G1_T1_Synchronous.csv"
"29","29",13.723959,93.1677,98.0392,-10,0.65533754,NA,0.292454309349135,0.148528249154927,-1.44720066990162,"Study1_G1_T1_Synchronous.csv"
