"",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S","filename"
"1","1",7.4532083,110.442,103.986,1.4774385,5.8598256331112,-0.702842779550646,-0.0342187092346224,-0.911906881571661,-0.185952132082013,"Study2_G6_T1_TurnTaking.csv"
"2","2",7.454875,110.442,103.986,1.3736085,5.8598256331112,-0.773866584346803,-0.0342187092346224,-0.911906881571661,-0.185952132082013,"Study2_G6_T1_TurnTaking.csv"
"3","3",7.4565417,110.442,67.5909,1.2998837,5.8598256331112,-0.82429724796845,-0.0342187092346224,-0.911906881571661,-0.933246520284236,"Study2_G6_T1_TurnTaking.csv"
"4","4",7.4582083,110.442,25.363296,1.2834958,5.8598256331112,-0.835507216288001,-0.0342187092346224,-0.911906881571661,-1.80029871952055,"Study2_G6_T1_TurnTaking.csv"
"5","5",7.459875,110.442,26.4201,1.3068176,5.8598256331112,-0.819554187580547,-0.0342187092346224,-0.911906881571661,-1.7785995430207,"Study2_G6_T1_TurnTaking.csv"
"6","6",7.4615417,110.442,26.4201,1.3328457,5.1572483,-0.801749943204019,-2.52192104884841,-0.911906881571661,-1.7785995430207,"Study2_G6_T1_TurnTaking.csv"
"7","7",7.4632083,110.442,26.4201,1.3635924,5.3178348,-0.780717990792135,-1.95331259404482,-0.911906881571661,-1.7785995430207,"Study2_G6_T1_TurnTaking.csv"
"8","8",7.464875,110.442,114.533818,1.3943357,5.5375214,-0.75968836411401,-1.17544111563876,-0.911906881571661,0.0306244180354038,"Study2_G6_T1_TurnTaking.csv"
"9","9",7.4665417,115.45316,168.539,1.4202389,5.7619386,-0.741969556251198,-0.380819417529962,-0.705715169086048,1.13950361997302,"Study2_G6_T1_TurnTaking.csv"
"10","10",7.4682083,121.831,168.539,1.4327475,5.9319791,-0.73341318174794,0.221263982749829,-0.443289353195268,1.13950361997302,"Study2_G6_T1_TurnTaking.csv"
"11","11",7.469875,121.831,168.539,1.4305522,6.015018,-0.734914853313663,0.515290072225529,-0.443289353195268,1.13950361997302,"Study2_G6_T1_TurnTaking.csv"
"12","12",7.4715417,121.831,168.539,1.4279664,6.0242763,-0.736683642242122,0.548072078540556,-0.443289353195268,1.13950361997302,"Study2_G6_T1_TurnTaking.csv"
"13","13",7.4732083,121.831,168.539,1.4279846,5.9967161,-0.736671192726112,0.450486274403363,-0.443289353195268,1.13950361997302,"Study2_G6_T1_TurnTaking.csv"
"14","14",7.474875,121.831,168.539,1.4292027,5.9589265,-0.735837964404604,0.316679970239275,-0.443289353195268,1.13950361997302,"Study2_G6_T1_TurnTaking.csv"
"15","15",7.4765417,121.831,168.539,1.4303601,5.9247282,-0.735046257271106,0.195589825551464,-0.443289353195268,1.13950361997302,"Study2_G6_T1_TurnTaking.csv"
