"",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S","filename"
"1","1",27.992025,66.0793,116.1234,1.5419762,2.7306245,0.452584136840878,-1.57800188249676,-0.0488481733615383,-0.278462700884306,"Study2_G5_T3_Conversation.csv"
"2","2",27.993692,66.0793,114.723,1.608792,2.6460875,0.504127860806585,-1.65072216827381,-0.0488481733615383,-0.322707601544108,"Study2_G5_T3_Conversation.csv"
"3","3",27.99536,66.0793,114.723,1.7233001,2.6105109,0.592462863878277,-1.68132581542211,-0.0488481733615383,-0.322707601544108,"Study2_G5_T3_Conversation.csv"
"4","4",27.997023,66.0793,114.723,1.8094542,2.6123024,0.658924735904264,-1.67978473409713,-0.0488481733615383,-0.322707601544108,"Study2_G5_T3_Conversation.csv"
"5","5",27.998691,66.0793,114.723,1.8258061,2.6432037,0.671539084904274,-1.65320286619453,-0.0488481733615383,-0.322707601544108,"Study2_G5_T3_Conversation.csv"
"6","6",28.000358,63.466411,114.723,1.7631465,2.6704559,0.623201579011931,-1.62976002138038,-0.142518864433285,-0.322707601544108,"Study2_G5_T3_Conversation.csv"
"7","7",28.002024,62.5,112.44096,1.6681151,2.6772214,0.549891489936073,-1.6239402135634,-0.177164188528315,-0.394807453801816,"Study2_G5_T3_Conversation.csv"
"8","8",28.003692,62.5,110.497,1.5752433,2.6836481,0.478247381455768,-1.61841184775194,-0.177164188528315,-0.456225846465789,"Study2_G5_T3_Conversation.csv"
"9","9",28.005358,62.5,110.497,1.5052604,2.8194186,0.424260460998037,-1.50161956082322,-0.177164188528315,-0.456225846465789,"Study2_G5_T3_Conversation.csv"
"10","10",28.007026,62.5,110.497,1.5298916,3.1763091,0.443261711806141,-1.1946157737109,-0.177164188528315,-0.456225846465789,"Study2_G5_T3_Conversation.csv"
"11","11",28.008693,62.5,110.497,1.7256956,3.6994147,0.594310824850979,-0.744630693526185,-0.177164188528315,-0.456225846465789,"Study2_G5_T3_Conversation.csv"
"12","12",28.010359,62.5,113.1646,2.0538638,4.2620793,0.847469675229527,-0.260616232300575,-0.177164188528315,-0.37194442901357,"Study2_G5_T3_Conversation.csv"
"13","13",28.012025,62.5,114.943,2.4327457,4.7598567,1.13975060383029,0.167581063337511,-0.177164188528315,-0.315756817378758,"Study2_G5_T3_Conversation.csv"
"14","14",28.013693,62.5,114.943,2.7522612,5.1483853,1.38623450037519,0.501800527294797,-0.177164188528315,-0.315756817378758,"Study2_G5_T3_Conversation.csv"
"15","15",28.015358,62.5,114.943,2.9799008,5.4096254,1.56184255574628,0.72652407708276,-0.177164188528315,-0.315756817378758,"Study2_G5_T3_Conversation.csv"
"16","16",28.017023,16.875,114.943,3.1264956,5.5271968,1.67493020725997,0.827661162704533,-1.8127963490022,-0.315756817378758,"Study2_G5_T3_Conversation.csv"
"17","17",28.018692,0,115.45406,3.225781,5.5266237,1.75152196027984,0.827168171519859,-2.41775618917748,-0.299610145762649,"Study2_G5_T3_Conversation.csv"
"18","18",28.020358,0,116.054,3.2619939,5.4585087,1.77945768389009,0.768574392870229,-2.41775618917748,-0.280655357343739,"Study2_G5_T3_Conversation.csv"
"19","19",28.022024,0,116.054,3.2286654,5.3617398,1.75374707346275,0.685332001227152,-2.41775618917748,-0.280655357343739,"Study2_G5_T3_Conversation.csv"
