"",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S","filename"
"1","1",28.213792,82.4176,109.29,0.25462964,-0.75815429,-1.05545404135864,-0.731210039266408,-0.652473885538754,0.565382648347373,"Study1_G1_T3_SelfPaced.csv"
"2","2",28.215458,82.4176,109.29,0.25473951,-0.81545106,-1.05534877076309,-0.797528156885845,-0.652473885538754,0.565382648347373,"Study1_G1_T3_SelfPaced.csv"
"3","3",28.217123,77.613057,109.29,0.25818186,-0.84822996,-1.05205052524945,-0.835468078204895,-1.46147047213217,0.565382648347373,"Study1_G1_T3_SelfPaced.csv"
"4","4",28.218793,76.3359,112.1451,0.26640009,-0.8444244,-1.04417632877682,-0.831063334696879,-1.67652019768232,1.0119597785916,"Study1_G1_T3_SelfPaced.csv"
"5","5",28.22046,76.3359,112.36,0.29351194,-0.75566101,-1.01819944158379,-0.728324193584388,-1.67652019768232,1.04557311097558,"Study1_G1_T3_SelfPaced.csv"
"6","6",28.222125,76.3359,112.36,0.42253108,-0.48918459,-0.89458133195563,-0.419891195278089,-1.67652019768232,1.04557311097558,"Study1_G1_T3_SelfPaced.csv"
"7","7",28.223792,76.3359,112.36,0.7969482,-0.0034362601,-0.535838151782361,0.142337964860485,-1.67652019768232,1.04557311097558,"Study1_G1_T3_SelfPaced.csv"
"8","8",28.225459,76.3359,112.36,1.3847532,0.55214538,0.0273600134664623,0.78539565476781,-1.67652019768232,1.04557311097558,"Study1_G1_T3_SelfPaced.csv"
"9","9",28.227125,76.3359,113.68894,2.0118288,0.9857512,0.628184823381834,1.28727249304739,-1.67652019768232,1.25343770817595,"Study1_G1_T3_SelfPaced.csv"
"10","10",28.228791,76.3359,114.286,2.5232421,1.2527406,1.11818921640987,1.59629923979669,-1.67652019768232,1.3468261503964,"Study1_G1_T3_SelfPaced.csv"
"11","11",28.230457,76.3359,114.286,2.8519561,1.3405608,1.43314251162104,1.69794668611805,-1.67652019768232,1.3468261503964,"Study1_G1_T3_SelfPaced.csv"
"12","12",28.232124,76.3359,114.286,3.0343684,1.295935,1.60791862390116,1.64629457635233,-1.67652019768232,1.3468261503964,"Study1_G1_T3_SelfPaced.csv"
"13","13",28.233792,76.539957,114.286,3.1141658,1.1604679,1.68437552588673,1.48949824958968,-1.64216075569783,1.3468261503964,"Study1_G1_T3_SelfPaced.csv"
"14","14",28.235457,76.5942,115.07344,3.1168053,0.96723318,1.6869045305008,1.26583882011191,-1.63302723314499,1.46999265785306,"Study1_G1_T3_SelfPaced.csv"
"15","15",28.237125,76.5942,115.83,3.0738499,0.76635743,1.64574733982102,1.03333528430366,-1.63302723314499,1.58832910619378,"Study1_G1_T3_SelfPaced.csv"
"16","16",28.238793,76.5942,115.83,3.0126464,0.59942627,1.58710595550682,0.840120897118672,-1.63302723314499,1.58832910619378,"Study1_G1_T3_SelfPaced.csv"
