"",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S","filename"
"1","1",16.605323,103.453,100.90282889546,-1.4543852,-3.2209996,-0.84286672923459,-0.600477622313902,-0.00351053309171494,0.127100629927459,"Study2_G7_T1_Conversation.csv"
"2","2",16.606992,103.453,100.90282889546,-1.662042,-4.2603305,-0.928603661872488,-1.08488845217844,-0.00351053309171494,0.127100629927459,"Study2_G7_T1_Conversation.csv"
"3","3",16.608658,103.453,100.90282889546,-1.83934,-5.9048402,-1.00180611266068,-1.85136071668755,-0.00351053309171494,0.127100629927459,"Study2_G7_T1_Conversation.csv"
"4","4",16.610323,103.453,100.90282889546,-1.942767,-7.6187439,-1.04450884973426,-2.6501761022639,-0.00351053309171494,0.127100629927459,"Study2_G7_T1_Conversation.csv"
"5","5",16.611991,103.453,100.90282889546,-1.9754382,-9.0293331,-1.05799807076434,-3.30762281626996,-0.00351053309171494,0.127100629927459,"Study2_G7_T1_Conversation.csv"
"6","6",16.61366,103.453,100.90282889546,-1.9782631,-2.30592380911097,-1.05916440994037,-0.17397955201357,-0.00351053309171494,0.127100629927459,"Study2_G7_T1_Conversation.csv"
"7","7",16.615325,103.453,100.90282889546,-1.976016,-9.0571506,-1.05823663169602,-3.32058798285911,-0.00351053309171494,0.127100629927459,"Study2_G7_T1_Conversation.csv"
"8","8",16.616992,100.298399,100.90282889546,-1.9722811,-7.8089536,-1.05669457350332,-2.7388289448045,-0.229906066545168,0.127100629927459,"Study2_G7_T1_Conversation.csv"
"9","9",16.618659,99.0099,100.90282889546,-1.9542207,-6.3805082,-1.04923783094438,-2.0730598219677,-0.322377481617706,0.127100629927459,"Study2_G7_T1_Conversation.csv"
"10","10",16.620326,99.0099,100.90282889546,-1.8640811,-5.2319642,-1.01202116954342,-1.53774700467732,-0.322377481617706,0.127100629927459,"Study2_G7_T1_Conversation.csv"
"11","11",16.621991,99.0099,100.90282889546,-1.5598356,-4.4977904,-0.886404883734897,-1.19556364447625,-0.322377481617706,0.127100629927459,"Study2_G7_T1_Conversation.csv"
"12","12",16.623657,99.0099,119.2261,-0.9991426,-4.0399173,-0.654907056687861,-0.982158377353285,-0.322377481617706,1.43599486969132,"Study2_G7_T1_Conversation.csv"
"13","13",16.625324,99.0099,107.143,-0.26157532847,-3.7792299,-0.350381727032941,-0.860657323387479,-0.322377481617706,0.572857502009613,"Study2_G7_T1_Conversation.csv"
"14","14",16.626992,99.0099,107.143,0.43070987,-3.622467,-0.0645523709635212,-0.787593348785192,-0.322377481617706,0.572857502009613,"Study2_G7_T1_Conversation.csv"
"15","15",16.628658,99.0099,107.143,0.90633847,-3.5095183,0.131824233312658,-0.734950274766012,-0.322377481617706,0.572857502009613,"Study2_G7_T1_Conversation.csv"
"16","16",16.630324,99.0099,107.143,1.1657986,-3.4419466,0.238949623321703,-0.703456490378039,-0.322377481617706,0.572857502009613,"Study2_G7_T1_Conversation.csv"
"17","17",16.631993,99.0099,108.86992,1.2733826,-3.4444432,0.283368694408784,-0.704620104466526,-0.322377481617706,0.69621733375783,"Study2_G7_T1_Conversation.csv"
"18","18",16.63366,98.635659,111.94,1.2516477,-3.4885954,0.274394831490779,-0.725198539921822,-0.349235550462277,0.915523701310217,"Study2_G7_T1_Conversation.csv"
"19","19",16.635325,98.4828,111.94,1.07624164,-3.5218326,0.20197352118214,-0.740689717596203,-0.360205747595976,0.915523701310217,"Study2_G7_T1_Conversation.csv"
"20","20",16.636992,98.4828,111.94,0.7960693,-3.459506,0.0862965144981194,-0.71164056681214,-0.360205747595976,0.915523701310217,"Study2_G7_T1_Conversation.csv"
