"",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S","filename"
"1","1",0.636525,95.8205519783424,99.0099,1.5353059,-3.4766603,0.21671158438609,-0.363784055924735,-0.0818161539154397,0.547685668469121,"Study2_G9_T1_Synchronous.csv"
"2","2",0.63819167,95.8205519783424,99.0099,0.84145812,-3.6836763,-0.198949469006125,-0.451958011039784,-0.0818161539154397,0.547685668469121,"Study2_G9_T1_Synchronous.csv"
"3","3",0.63985833,95.8205519783424,97.820498,0.0080718816,-3.8310178,-0.69820335684867,-0.514714912958398,-0.0818161539154397,0.361804809235439,"Study2_G9_T1_Synchronous.csv"
"4","4",0.641525,95.8205519783424,97.4026,-0.61608585,-3.8920417,-1.07211542759098,-0.540706713686579,-0.0818161539154397,0.296495318153335,"Study2_G9_T1_Synchronous.csv"
"5","5",0.64319167,95.8205519783424,97.4026,-0.71682128,-3.8831509,-1.13246266246678,-0.536919871123025,-0.0818161539154397,0.296495318153335,"Study2_G9_T1_Synchronous.csv"
"6","6",0.64485833,95.8205519783424,97.4026,-0.30496828894,-3.8498903,-0.885735277813719,-0.522753243173979,-0.0818161539154397,0.296495318153335,"Study2_G9_T1_Synchronous.csv"
"7","7",0.646525,95.8205519783424,97.4026,0.369708226,-3.6628025,-0.481559089631711,-0.443067270689856,-0.0818161539154397,0.296495318153335,"Study2_G9_T1_Synchronous.csv"
"8","8",0.64819167,95.8205519783424,97.4026,1.08053907,-3.1263065,-0.0557240492706731,-0.214558487680799,-0.0818161539154397,0.296495318153335,"Study2_G9_T1_Synchronous.csv"
"9","9",0.64985833,95.8205519783424,96.35869,1.7072419,-2.3579528,0.319712705000821,0.112705031352906,-0.0818161539154397,0.133352085030613,"Study2_G9_T1_Synchronous.csv"
"10","10",0.651525,95.8205519783424,91.6031,2.176038,-1.6323759,0.600552806200197,0.421748704369078,-0.0818161539154397,-0.609855976972903,"Study2_G9_T1_Synchronous.csv"
"11","11",0.65319167,95.8205519783424,91.6031,2.467752,-1.10797733,0.775308929984662,0.645104850626254,-0.0818161539154397,-0.609855976972903,"Study2_G9_T1_Synchronous.csv"
"12","12",0.65485833,95.8205519783424,91.6031,2.6317716,-0.83508914,0.873567599505763,0.761335629969333,-0.0818161539154397,-0.609855976972903,"Study2_G9_T1_Synchronous.csv"
"13","13",0.656525,95.8205519783424,91.6031,2.7266176,-0.77807614,0.93038667338107,0.785619075224648,-0.0818161539154397,-0.609855976972903,"Study2_G9_T1_Synchronous.csv"
"14","14",0.65819167,95.8205519783424,91.6031,2.782007,-0.82886353,0.963568614744006,0.76398729291666,-0.0818161539154397,-0.609855976972903,"Study2_G9_T1_Synchronous.csv"
"15","15",0.65985833,95.8205519783424,91.6031,2.8016251,-0.89920653,0.975321163857233,0.734026224570939,-0.0818161539154397,-0.609855976972903,"Study2_G9_T1_Synchronous.csv"
"16","16",0.661525,95.8205519783424,91.344126,2.7970699,-0.92625419,0.972592295530505,0.722505863058751,-0.0818161539154397,-0.65032867639596,"Study2_G9_T1_Synchronous.csv"
"17","17",0.66319167,95.8205519783424,91.1854,2.7832345,-0.92048654,0.964303969036036,0.72496246792127,-0.0818161539154397,-0.675134524429447,"Study2_G9_T1_Synchronous.csv"
"18","18",0.66485833,95.8205519783424,91.1854,2.7472959,-0.92220762,0.942774352938624,0.724229411391005,-0.0818161539154397,-0.675134524429447,"Study2_G9_T1_Synchronous.csv"
"19","19",0.666525,74.778109,91.1854,2.6287083,-0.96169131,0.871732478688836,0.707412193833732,-2.90198237889891,-0.675134524429447,"Study2_G9_T1_Synchronous.csv"
"20","20",0.66819167,77.0218,91.1854,2.3808685,-1.0297546,0.723259924174767,0.67842211829637,-2.6012767249018,-0.675134524429447,"Study2_G9_T1_Synchronous.csv"
"21","21",0.66985833,77.0218,91.1854,2.0443421,-1.1147156,0.521658186804808,0.642234831320823,-2.6012767249018,-0.675134524429447,"Study2_G9_T1_Synchronous.csv"
"22","22",0.671525,77.0218,91.164769,1.7039702,-1.2085297,0.317752738697574,0.602276759275384,-2.6012767249018,-0.678358756444232,"Study2_G9_T1_Synchronous.csv"
"23","23",0.67319167,77.0218,90.4977,1.3918672,-1.2918402,0.130782245332487,0.566792466816771,-2.6012767249018,-0.782608924922303,"Study2_G9_T1_Synchronous.csv"
"24","24",0.67485833,77.0218,90.4977,1.1177004,-1.3483003,-0.0334619364290701,0.542744517270885,-2.6012767249018,-0.782608924922303,"Study2_G9_T1_Synchronous.csv"
"25","25",0.676525,77.0218,90.4977,0.88840635,-1.3405945,-0.170824350933829,0.546026634901047,-2.6012767249018,-0.782608924922303,"Study2_G9_T1_Synchronous.csv"
"26","26",0.67819167,77.0218,90.4977,0.67041624,-1.2940435,-0.301414952162942,0.565854019183231,-2.6012767249018,-0.782608924922303,"Study2_G9_T1_Synchronous.csv"
"27","27",0.67985833,77.0218,90.4977,0.47804562,-1.2512141,-0.416657771778093,0.58409626902481,-2.6012767249018,-0.782608924922303,"Study2_G9_T1_Synchronous.csv"
"28","28",0.681525,77.0218,90.4977,0.34360661,-1.2230132,-0.497195696845183,0.59610782799032,-2.6012767249018,-0.782608924922303,"Study2_G9_T1_Synchronous.csv"
"29","29",0.68319167,79.004487,91.4738,0.26167605,-1.171414,-0.546277561565733,0.618085383081581,-2.33555154661006,-0.630063102149181,"Study2_G9_T1_Synchronous.csv"
"30","30",0.68485833,81.6327,92.4499,0.25538329,-1.1082241,-0.550047344111329,0.644999744320927,-1.98331119399078,-0.477517279376059,"Study2_G9_T1_Synchronous.csv"
"31","31",0.686525,81.6327,92.4499,0.30158696,-1.0882148,-0.522368267091314,0.653522269729994,-1.98331119399078,-0.477517279376059,"Study2_G9_T1_Synchronous.csv"
"32","32",0.68819167,81.6327,92.4499,0.37576904,-1.1126654,-0.477928258195378,0.643108069344826,-1.98331119399078,-0.477517279376059,"Study2_G9_T1_Synchronous.csv"
"33","33",0.68985833,81.6327,92.4499,0.46548158,-1.152799,-0.424184468918007,0.6260140367821,-1.98331119399078,-0.477517279376059,"Study2_G9_T1_Synchronous.csv"
"34","34",0.691525,81.6327,92.4499,0.57075196,-1.1895626,-0.361120496814791,0.610355382299994,-1.98331119399078,-0.477517279376059,"Study2_G9_T1_Synchronous.csv"
"35","35",0.69319167,81.6327,93.333042,0.64529725,-1.265097,-0.316462900927076,0.578183150224975,-1.98331119399078,-0.339499019960528,"Study2_G9_T1_Synchronous.csv"
"36","36",0.69485833,81.6327,95.8466,0.67644034,-1.3946593,-0.297806114858973,0.522998911205757,-1.98331119399078,0.0533221799144466,"Study2_G9_T1_Synchronous.csv"
"37","37",0.696525,81.6327,95.8466,0.66885986,-1.5138457,-0.302347327489239,0.472234060740459,-1.98331119399078,0.0533221799144466,"Study2_G9_T1_Synchronous.csv"
"38","38",0.69819167,81.6327,95.8466,0.62092592,-1.5848514,-0.331062951532368,0.44199072976743,-1.98331119399078,0.0533221799144466,"Study2_G9_T1_Synchronous.csv"
"39","39",0.69985833,84.366984,95.8466,0.55816653,-1.7048921,-0.368660007989986,0.390862008829053,-1.61685491349857,0.0533221799144466,"Study2_G9_T1_Synchronous.csv"
"40","40",0.701525,87.9915,95.8466,0.45985109,-1.9284361,-0.427557507604554,0.295648312195757,-1.13108728586936,0.0533221799144466,"Study2_G9_T1_Synchronous.csv"
"41","41",0.70319167,87.9915,96.223715,0.34395751,-2.1664367,-0.496985484363656,0.194277141746349,-1.13108728586936,0.112258065535885,"Study2_G9_T1_Synchronous.csv"
"42","42",0.70485833,87.9915,98.3607,0.201797492,-2.3125641,-0.582148807696818,0.132037359272151,-1.13108728586936,0.446228084057368,"Study2_G9_T1_Synchronous.csv"
"43","43",0.706525,87.9915,98.3607,-0.07640991343,-2.3477412,-0.748813581348682,0.117054439901292,-1.13108728586936,0.446228084057368,"Study2_G9_T1_Synchronous.csv"
"44","44",0.70819167,87.9915,98.3607,-0.35162963,-2.3244501,-0.913688530294679,0.12697477652252,-1.13108728586936,0.446228084057368,"Study2_G9_T1_Synchronous.csv"
"45","45",0.70985833,87.9915,98.3607,-0.42722472,-2.3229787,-0.958975026333737,0.127601487296355,-1.13108728586936,0.446228084057368,"Study2_G9_T1_Synchronous.csv"
"46","46",0.711525,87.9915,97.5890807009579,-0.31758114,-2.3501346,-0.893291216031002,0.116035023314302,-1.13108728586936,0.325638696863443,"Study2_G9_T1_Synchronous.csv"
"47","47",0.71319167,87.9915,97.5890807009579,-0.160235581,-2.387171,-0.799030741780401,0.100260175615463,-1.13108728586936,0.325638696863443,"Study2_G9_T1_Synchronous.csv"
"48","48",0.71485833,87.9915,97.5890807009579,-0.063037107,-2.4553559,-0.740802379226649,0.0712183029480163,-1.13108728586936,0.325638696863443,"Study2_G9_T1_Synchronous.csv"
"49","49",0.716525,92.433314,97.5890807009579,-0.06795046,-2.6022797,-0.743745805065192,0.00863931124432016,-0.535783126872633,0.325638696863443,"Study2_G9_T1_Synchronous.csv"
"50","50",0.71819167,98.3213,97.5890807009579,-0.22063289,-2.8140504,-0.835212754326431,-0.0815598047490446,0.253340990867219,0.325638696863443,"Study2_G9_T1_Synchronous.csv"
"51","51",0.71985833,98.3213,97.5890807009579,-0.39427195,-3.033066,-0.939234121361192,-0.174844728058815,0.253340990867219,0.325638696863443,"Study2_G9_T1_Synchronous.csv"
"52","52",0.721525,98.3213,97.5890807009579,-0.39873062,-3.1838287,-0.941905161785834,-0.239058815582598,0.253340990867219,0.325638696863443,"Study2_G9_T1_Synchronous.csv"
"53","53",0.72319167,98.3213,97.5890807009579,-0.74880069,-3.2622959,-1.15162045994141,-0.272480209923149,0.253340990867219,0.325638696863443,"Study2_G9_T1_Synchronous.csv"
"54","54",0.72485833,98.3213,70.34,-0.91047052,-3.3048463,-1.24847146066024,-0.290603625793069,0.253340990867219,-3.93287317214467,"Study2_G9_T1_Synchronous.csv"
"55","55",0.726525,98.3213,70.34,-1.08529371,-3.336865,-1.35320220046716,-0.304241293493354,0.253340990867219,-3.93287317214467,"Study2_G9_T1_Synchronous.csv"
"56","56",0.72819167,98.3213,70.34,-1.2996859,-3.3972807,-1.481637407876,-0.329974044681882,0.253340990867219,-3.93287317214467,"Study2_G9_T1_Synchronous.csv"
"57","57",0.72985833,98.3213,70.34,-1.5749876,-3.4745086,-1.64656147035937,-0.362867586187029,0.253340990867219,-3.93287317214467,"Study2_G9_T1_Synchronous.csv"
"58","58",0.731525,98.3213,70.34,-1.9431457,-3.5511201,-1.867112703745,-0.395498585541168,0.253340990867219,-3.93287317214467,"Study2_G9_T1_Synchronous.csv"
"59","59",0.73319167,100.070411,108.41517,-2.3143953,-3.6175355,-2.0895159516266,-0.423786778234235,0.487761669636507,2.01755007842031,"Study2_G9_T1_Synchronous.csv"
"60","60",0.73485833,102.389,123.967,-2.6419646,-3.6283611,-2.28575178925794,-0.428397706705916,0.798505360098123,4.44800464555249,"Study2_G9_T1_Synchronous.csv"
"61","61",0.736525,102.389,123.967,-2.9724729,-3.6273994,-2.48374828372373,-0.427988091542672,0.798505360098123,4.44800464555249,"Study2_G9_T1_Synchronous.csv"
"62","62",0.73819167,102.389,123.967,-3.2348693,-3.644415,-2.640941211588,-0.435235515657985,0.798505360098123,4.44800464555249,"Study2_G9_T1_Synchronous.csv"
"63","63",0.73985833,102.389,123.967,-3.43562,-3.6687747,-2.76120425751318,-0.445610999168516,0.798505360098123,4.44800464555249,"Study2_G9_T1_Synchronous.csv"
"64","64",0.741525,102.389,123.967,-3.6292329,-3.6808106,-2.8771912856252,-0.4507374285574,0.798505360098123,4.44800464555249,"Study2_G9_T1_Synchronous.csv"
"65","65",0.74319167,102.389,115.233594,-3.7846008,-3.6590765,-2.97026701035741,-0.441480262165111,0.798505360098123,3.08313977117311,"Study2_G9_T1_Synchronous.csv"
"66","66",0.74485833,102.389,84.2697,0.999042288064323,-3.6129059,-0.104546052026752,-0.421814900975469,0.798505360098123,-1.75592660162654,"Study2_G9_T1_Synchronous.csv"
"67","67",0.746525,102.389,84.2697,0.999042288064323,-3.5920528,-0.104546052026752,-0.412932977339569,0.798505360098123,-1.75592660162654,"Study2_G9_T1_Synchronous.csv"
